key	comment	fr	en	es	ab	zh	ru	hy	bg	pt	cs	de	et	fa	fi	he	it	ja	ko	hu	nl	pl	ro	sr	sk	sl	sv	uk
swap_xy_axis	Google translate used except for 'fr' and 'en'	Échanger les axes X/Y	Swap X/Y axis	Intercambiar eje X/Y	مبادلة محور X/Y	交换 X/Y 轴	Поменять местами оси X/Y	Փոխանակեք X/Y առանցքը	Разменете оста X/Y	Trocar eixo X/Y	Zaměnit osu X/Y	X/Y-Achse tauschen	Vahetage X/Y-telg	محور X/Y را عوض کنید	Vaihda X/Y-akselia	החלף ציר X/Y	Scambia l'asse X/Y	X/Y軸を入れ替える	X/Y축 교체	Cserélje fel az X/Y tengelyt	Verwissel X/Y-as	Zamień oś X/Y	Schimbați axa X/Y	Замените Кс/И осу	Vymeňte os X/Y	Zamenjaj os X/Y	Byt X/Y-axel	Поміняти місцями вісь X/Y
log_scale_discharge_axis	to be translated except for 'fr' and 'en'	Axe du débit logarithmique	Logarithmic discharge axis																									
bam_running	Google translate used except for 'fr' and 'en'	BaM est en cours d'executation...	BaM is currently running....	BaM está funcionando actualmente....	BaM قيد التشغيل حاليا....	BaM 目前正在运行......	БаМ в настоящее время работает....	BaM-ն այս պահին գործում է...	BaM в момента работи....	O BaM está em execução no momento....	BaM aktuálně běží....	BaM läuft derzeit....	Praegu töötab BaM....	BaM در حال حاضر در حال اجرا است ....	BaM on tällä hetkellä käynnissä....	BaM פועל כרגע....	BaM è attualmente in esecuzione....	BaM は現在実行中です。	BaM은 현재 운영 중입니다....	A BaM jelenleg fut....	BaM is momenteel actief....	BaM jest obecnie uruchomiony....	BaM rulează în prezent....	БаМ тренутно ради....	BaM momentálne beží....	BaM trenutno deluje....	BaM är igång just nu....	BaM зараз працює....
bam_done	Google translate used except for 'fr' and 'en'	BaM a terminé!	BaM has finished!	¡BaM ha terminado!	لقد انتهى BaM!	巴姆完结了！	БаМ закончился!	BaM-ն ավարտվեց:	BaM приключи!	BaM terminou!	BaM skončil!	BaM ist fertig!	BaM on lõpetanud!	BaM تمام شد!	BaM on valmis!	BaM הסתיים!	BaM è finito!	バム終わった！	BaM이 끝났습니다!	BaM befejeződött!	BaM is klaar!	BaM się skończył!	BaM s-a terminat!	БаМ је завршио!	BaM skončil!	BaM je končal!	BaM är klar!	BaM закінчив!
bam_canceled	Google translate used except for 'fr' and 'en'	L'execution de BaM a été annulée!	BaM execution was canceled!	¡La ejecución de BaM fue cancelada!	تم إلغاء تنفيذ BaM!	BaM执行被取消！	Казнь БаМа отменена!	BaM-ի կատարումը չեղարկվել է:	Изпълнението на BaM беше отменено!	A execução do BaM foi cancelada!	Poprava BaM byla zrušena!	BaM-Ausführung wurde abgesagt!	BaM-i täitmine tühistati!	اجرای BaM لغو شد!	BaM-teloitus peruttiin!	ביצוע BaM בוטל!	L'esecuzione di BaM è stata annullata!	BaMの実行は中止されました！	BaM 실행이 취소되었습니다!	A BaM végrehajtását törölték!	BaM-uitvoering is geannuleerd!	Egzekucja BaM została anulowana!	Execuția BaM a fost anulată!	БаМ извршење је отказано!	Exekúcia BaM bola zrušená!	Izvedba BaM je bila preklicana!	BaM-exekveringen avbröts!	Виконання BaM скасовано!
bam_result_processing	Google translate used except for 'fr' and 'en'	Les résultats sont en train d'être lus et traités...	Results are being read and processed...	Los resultados se están leyendo y procesando...	جاري قراءة النتائج ومعالجتها...	正在读取和处理结果...	Результаты считываются и обрабатываются...	Արդյունքները ընթերցվում և մշակվում են...	Резултатите се четат и обработват...	Os resultados estão sendo lidos e processados...	Výsledky se čtou a zpracovávají...	Ergebnisse werden gelesen und verarbeitet...	Tulemusi loetakse ja töödeldakse...	نتایج در حال خواندن و پردازش هستند...	Tuloksia luetaan ja käsitellään...	התוצאות נמצאות בקריאה ועיבוד...	I risultati sono in fase di lettura ed elaborazione...	結果を読み取って処理しています...	결과를 읽고 처리하는 중입니다...	Az eredmények olvasása és feldolgozása folyamatban van...	Resultaten worden gelezen en verwerkt...	Wyniki są odczytywane i przetwarzane...	Rezultatele sunt citite și procesate...	Резултати се читају и обрађују...	Výsledky sa čítajú a spracovávajú...	Rezultati se berejo in obdelujejo...	Resultaten läses och bearbetas...	Результати зчитуються та обробляються...
mcmc_running	Google translate used except for 'fr' and 'en'	Simulation MCMC en cours...	MCMC simulations...	Simulaciones MCMC...	محاكاة MCMC...	MCMC模拟...	Моделирование MCMC...	MCMC մոդելավորում...	MCMC симулации...	Simulações MCMC...	MCMC simulace...	MCMC-Simulationen...	MCMC simulatsioonid...	شبیه سازی MCMC ...	MCMC-simulaatiot...	סימולציות של MCMC...	Simulazioni MCMC...	MCMCシミュレーション...	MCMC 시뮬레이션...	MCMC szimulációk...	MCMC-simulaties...	Symulacje MCMC...	Simulări MCMC...	МЦМЦ симулације...	MCMC simulácie...	MCMC simulacije...	MCMC-simuleringar...	Моделювання MCMC...
pred_running	Google translate used except for 'fr' and 'en'	Expérience de propagation en cours...	Propagation experiment...	Experimento de propagación...	تجربة الانتشار...	繁殖实验...	Эксперимент по размножению...	Տարածման փորձ...	Експеримент за размножаване...	Experimento de propagação...	Pokus o šíření...	Vermehrungsexperiment...	Levikukatse...	آزمایش تکثیر ...	Lisääntymiskoe...	ניסוי ריבוי...	Esperimento di propagazione...	増殖実験・・・	전파 실험...	Szaporítási kísérlet...	Voortplantingsexperiment...	Eksperyment propagacyjny...	Experiment de propagare...	Експеримент размножавања...	Rozmnožovací experiment...	Poskus razmnoževanja ...	Förökningsexperiment...	Експеримент з поширення...
conf_writing	Google translate used except for 'fr' and 'en'	Ecriture des fichiers de configuration et de données...	Writing configuration and data files ...	Escribiendo archivos de configuración y datos...	كتابة ملفات التكوين والبيانات...	写入配置和数据文件...	Написание файлов конфигурации и данных...	Կազմաձևման և տվյալների ֆայլերի գրում ...	Записване на файлове с конфигурация и данни...	Gravando arquivos de configuração e dados...	Zápis konfiguračních a datových souborů...	Konfigurations- und Datendateien schreiben ...	Konfiguratsiooni- ja andmefailide kirjutamine ...	نوشتن فایل های پیکربندی و داده ...	Kirjoitetaan asetus- ja datatiedostoja...	כתיבת קבצי תצורה ונתונים...	Scrittura di file di configurazione e dati...	設定ファイルとデータファイルを書き込んでいます...	구성 및 데이터 파일을 작성하는 중...	Konfigurációs és adatfájlok írása...	Configuratie- en gegevensbestanden schrijven ...	Zapisywanie plików konfiguracyjnych i danych...	Se scrie fișiere de configurare și date...	Писање датотека конфигурације и података...	Zápis konfiguračných a dátových súborov...	Pisanje konfiguracijskih in podatkovnih datotek ...	Skriver konfigurations- och datafiler ...	Запис файлів конфігурації та даних...
canceled	Google translate used except for 'fr' and 'en'	Annulé	Canceled	Cancelado	ألغيت	取消	Отменено	Չեղարկված է	Отменен	Cancelado	Zrušeno	Abgesagt	Tühistatud	لغو شد	Peruutettu	מבוטל	Annullato	キャンセル	취소 된	Törölve	Geannuleerd	Odwołany	Anulat	Отказано	Zrušené	Prekinjeno	Inställt	Скасовано
done		Terminé	Done	¡Cálculo completado!	كله تمام!	全部完成！	Всё готово!	Ամեն ինչ արված է!	Готово!	Cálculo concluído!	Vše hotovo!	Fertig!	Kõik valmis!	اجرا شد!	Kaikki valmista!	הכל בוצע	Calcolo completato!	すべて完了しました。	모두 완료!	Minden kész!	Alles klaar!	Wszystko gotowe!	Calcul finalizat!	Завршено!	Všetko hotovo!	Vse končano!	Allt är klart!	Все готово!
step_n_out_of_m	Google translate used except for 'fr' and 'en'	Étape {0}/{1}	Step {0}/{1}	Paso {0}/{1}	الخطوة {0}/{1}	步骤{0}/{1}	Шаг {0}/{1}	Քայլ {0}/{1}	Стъпка {0}/{1}	Etapa {0}/{1}	Krok {0}/{1}	Schritt {0}/{1}	Samm {0}/{1}	مرحله {0}/{1}	Vaihe {0}/{1}	שלב {0}/{1}	Passaggio {0}/{1}	ステップ {0}/{1}	단계 {0}/{1}	{0}/{1}. lépés	Stap {0}/{1}	Krok {0}/{1}	Pasul {0}/{1}	Корак {0}/{1}	Krok {0}/{1}	Korak {0}/{1}	Steg {0}/{1}	Крок {0}/{1}
hydraulic_config		Configuration hydraulique	Hydraulic configuration	Configuración hidráulica	التكوين الهيدروليكي	水力参数配置	Конфигурация гидравлики	Հիդրավլիկ կոնֆիգուրացիա	Хидравлична конфигурация	Configuração hidráulica	Hydraulická konfigurace	Hydraulische Konfiguration	Hüdrauliline konfiguratsioon	پیکربندی هیدرولیک	Hydraulinen konfiguraatio	תצורה הידראולית	Configurazione idraulica	水理学的条件	수리 조건	Hidraulikus konfiguráció	Hydraulische configuratie	Konfiguracja hydrauliczna	Configurație hidraulică	Хидраулична конфигурација	Hydraulická konfigurácia	Hidravlične nastavitve	Hydraulisk konfiguration	Гідравлічна конфігурація
gaugings		Jeu de jaugeages	Gaugings	Aforos	مقاييس	水位流量测量	Датчики	Չափիչներ	Измервания	Vazão	Měření	Messungen	Mõõtmised	اندازه گیری (ایستگاهها)	Mittaukset	מדידות	Misure di portata	Gaugings (水位・流量データ)	관측	Mérések	Metingen	Pomiary	Măsurători directe	Гаугингс	Merania	Meritve	Mätvärden	Вимірювання
hydrograph		Hydrogramme	Hydrograph	Hidrograma	سلسلة التدفق	流量过程图	Серия расхода (гидрограмма)	Հոսքի շարք	Серия водни количества	Hidrógrafa	Hydrograf	Abflussganglinie	Vooluseeria	سری جریان	Virtaamasarja	הידרוגרף	Idrogramma	流量ハイドログラフ	유량 계열	Vízhozamok sora	Stroom series	Hydrogram przepływu	Hidrograf de debite	Серија протока	Prietoky	Hidrogram	Flödesserie	Серія Flow
limnigraph		Limnigramme	Limnigraph	Limnigrama	سلسلة المرحلة	水位过程图	Лимниграмма	Բեմական շարք	Серия водни стоежи	Hidrograma	Limnigraf	Wasserstandsganglinie	Etappide seeria	سری اشل	Vedenkorkeussarja	גרף רום	Serie di livello idrometrico	水位ハイドログラフ	수위 계열	Vízállások sora	Fase series	Hydrogram stanu wody	Hidrograf de niveluri	Сценска серија	Vodné stavy	Nivogram	Stegserie	Серія ступенів
rating_curve		Courbe de tarage	Rating curve	CG	RC	水位流量曲线	КК	RC	КК	CC	RC	AK	RC	RC (منحنی سنجه)	RC	RC	SdD	HQ線	RC	VG	RC	KP	CL	РЦ	MK	RC	RC	RC
structural_error_model	"remnant error"" should now be called  ""structural error"	Modèle d'erreur structurelle	Structural error model	Error remanente	خطأ متبقي	残留错误	Остаточная погрешность	Մնացորդային սխալ	Остатъчна грешка	Erro remanescente	Chyba zbytku	Verbleibender Fehler	Ülejäänud viga	خطای باقی مانده	Jäännösvirhe	שגיאת שארית	Errore rimanente	残差	잔여 오류	Maradék hiba	Resterende fout	Błąd resztkowy	Eroare remanentă	Ремнант Еррор	Zostávajúca chyba	Preostala napaka	Återstående fel	Залишкова похибка
copy_of	Google translate used except for 'fr' and 'en'	Copie de {0}	Copy of {0}	Copia de {0}	نسخة من {0}	{0}的副本	Копия {0}	{0}-ի պատճենը	Копие на {0}	Cópia de {0}	Kopie {0}	Kopie von {0}	{0} koopia	کپی از {0}	Kopio kohteesta {0}	עותק של {0}	Copia di {0}	{0} のコピー	{0} 사본	{0} másolata	Kopie van {0}	Kopia {0}	Copie a lui {0}	Копија {0}	Kópia {0}	Kopija {0}	Kopia av {0}	Копія {0}
hydraulic_config_short	to be translated except for 'fr' and 'en'	CH	HC																									
gaugings_short	to be translated except for 'fr' and 'en'	JJ	GS																									
hydrograph_short	to be translated except for 'fr' and 'en'	Qt	Qt																									
limnigraph_short	to be translated except for 'fr' and 'en'	Ht	Ht																									
rating_curve_short	to be translated except for 'fr' and 'en'	CT	RC																									
structural_error_model_short	to be translated except for 'fr' and 'en'	ES	SE																									
oos_stage_grid	Google translate used except for 'fr' and 'en'	La grille de hauteur d'eau a été modifiée.	The stage grid has been modified.	Se ha modificado la parrilla del escenario.	تم تعديل شبكة المرحلة.	舞台网格已被修改。	Сетка сцены была изменена.	Բեմական ցանցը փոփոխվել է:	Решетката на сцената е променена.	A grade do palco foi modificada.	Mřížka jeviště byla upravena.	Das Bühnenraster wurde geändert.	Lava ruudustikku on muudetud.	شبکه مرحله اصلاح شده است.	Lavaruudukkoa on muutettu.	רשת הבמה שונתה.	La griglia del palco è stata modificata.	ステージグリッドが変更されました。	스테이지 그리드가 수정되었습니다.	A színpadi rács módosult.	Het podiumraster is aangepast.	Siatka scen została zmodyfikowana.	Grila scenei a fost modificată.	Мрежа позорнице је измењена.	Mriežka javiska bola upravená.	Odrska mreža je bila spremenjena.	Scenrutnätet har ändrats.	Сітка сцени була змінена.
